,xtsne,ytsne,label
48298,0.15171778,1.2048472,8.0
41708,5.1370816,-4.279583,6.0
48113,-6.680548,1.7505463,7.0
41793,1.8757279,-5.0622067,6.0
35505,3.2975118,-0.95240706,5.0
42349,-6.737825,2.1256976,7.0
4726,6.993537,2.1967297,0.0
40900,4.9247065,-4.427029,6.0
6610,-3.0419242,6.040591,1.0
5128,4.811323,-1.7105169,0.0
63955,2.6162772,4.053569,3.0
10408,-3.7981758,3.1635592,1.0
67060,-4.7084274,-2.2589395,7.0
50175,2.458379,0.23620765,8.0
60602,5.8918195,0.7760232,0.0
47782,-6.4145813,-0.014163577,7.0
54313,-1.4131974,-7.3021193,9.0
50796,1.198216,0.8424941,8.0
51836,1.7579381,0.98998666,8.0
13273,-0.0026270384,6.7254825,2.0
32763,-0.19592986,-3.6874223,5.0
36672,3.2065794,-5.033175,6.0
36943,4.026021,-3.2979937,6.0
12291,-1.633981,-0.2673005,1.0
43591,-6.370961,2.3997653,7.0
57977,-2.7477453,-1.5967757,9.0
5785,5.8957767,0.23632318,0.0
65105,-5.489852,0.67900854,4.0
48349,-2.9107854,7.0457544,8.0
26099,-4.2849383,-5.5291595,4.0
43722,-6.5412216,2.6911786,7.0
34458,1.819132,-1.849688,5.0
63327,3.259611,2.9544837,3.0
4439,7.822478,-1.2725732,0.0
24481,2.2215984,-2.1881707,3.0
29233,-2.411334,-6.5948,4.0
50264,3.4075992,0.47942236,8.0
7884,-4.428606,6.4250684,1.0
8746,-4.2000923,5.7947273,1.0
39156,5.908647,-3.2778687,6.0
5289,5.157934,-0.7676692,0.0
9169,-3.0697289,2.1573918,1.0
2829,6.720107,0.45052582,0.0
30282,-2.339277,-6.8096333,4.0
44982,-6.766395,0.55607504,7.0
63775,1.9267908,1.6713619,3.0
39096,3.1455824,-2.1418526,6.0
59679,-0.9316623,-5.342727,9.0
47145,-3.362106,-3.1594026,7.0
17103,1.0822024,6.955623,2.0
63261,1.421946,-0.05808006,3.0
54555,-3.9955733,-3.803968,9.0
13280,-0.889565,4.8884106,2.0
60889,7.43803,-0.04492993,0.0
21115,2.6402826,2.4971066,3.0
15955,-0.73171777,4.841463,2.0
1544,5.071389,-0.99039656,0.0
27789,-3.842895,1.9867648,4.0
11826,-1.4979905,-0.69247144,1.0
26101,-5.2200675,-3.7334867,4.0
20984,1.9495181,4.4484506,3.0
6148,-3.3988054,5.589737,1.0
36882,6.008468,-3.8126829,6.0
9454,-1.6797792,-0.12954842,1.0
68249,0.959904,-0.7375349,8.0
68525,0.021964246,0.31091735,8.0
21654,1.9703795,1.7515059,3.0
57973,-3.5969627,-0.24208513,9.0
55745,-1.8909932,-5.737109,9.0
68293,0.91137886,0.5417918,8.0
10350,-2.6629,1.3859465,1.0
36977,2.500679,-4.0987763,6.0
7742,-2.4801567,3.0884829,1.0
56977,-3.5661235,-3.9744794,9.0
27853,-1.4192601,-3.5527709,4.0
31080,0.37426916,-2.2383587,5.0
4044,5.722439,-0.35894123,0.0
26451,-4.545999,-3.3253694,4.0
66140,3.94054,-4.012689,6.0
31945,0.97591585,-1.9730852,5.0
22040,3.6146717,1.4876392,3.0
58241,-4.3987536,1.1506279,9.0
14006,2.6635294,6.615259,2.0
6130,-1.6063364,-0.45576975,1.0
43466,-7.0681443,2.2065332,7.0
26086,-4.9902434,-2.053247,4.0
27513,-1.828867,-6.3064227,4.0
57091,-1.2272658,-6.235622,9.0
45232,-6.062157,-4.8296785,7.0
68861,0.84280074,-0.27512002,8.0
62184,1.3895994,5.82263,2.0
44073,-5.916954,-0.62137777,7.0
43952,-7.634455,-1.8046485,7.0
55636,-1.8355006,-3.715632,9.0
15537,0.6288276,6.5284376,2.0
47084,-6.801928,-2.316191,7.0
48387,1.1213244,0.049156435,8.0
9632,-3.1540165,7.1991606,1.0
51531,-0.59585494,2.9142127,8.0
20399,2.9399493,2.1631367,3.0
37302,2.7978525,-5.4481325,6.0
64655,-1.2196943,-3.1846292,4.0
50179,0.6459683,-0.64373624,8.0
41536,4.2468433,-4.9965863,6.0
64174,-2.04304,-3.7904673,4.0
40744,1.4150153,-4.2158437,6.0
37559,6.2761865,-4.068526,6.0
18087,0.38385475,6.516161,2.0
8143,-3.068392,1.6611992,1.0
26146,-3.1016424,-5.0688853,4.0
49690,-0.6399271,2.1433415,8.0
26552,-1.056264,-3.9799738,4.0
173,8.04506,0.40196344,0.0
59010,-1.6960553,-6.7219543,9.0
12977,-0.0043078354,4.491696,2.0
59458,-4.0911694,0.102531865,9.0
7898,-2.2810163,2.9641292,1.0
25735,-1.4814357,-3.8265722,4.0
31206,2.3653722,-1.2251514,5.0
11037,-2.3054802,0.80377495,1.0
63339,2.2739627,3.8310385,3.0
36804,6.342698,-4.108218,6.0
9539,-2.286195,1.1310806,1.0
66940,6.621472,-3.7596068,6.0
45735,-3.342232,-0.102305725,7.0
30382,-5.5391936,-2.005195,4.0
42951,-6.013913,-3.6961713,7.0
52281,1.572117,-0.31955862,8.0
30734,0.16062665,-1.7820308,5.0
60346,6.9660482,-0.9529914,0.0
37854,3.0921373,-5.774784,6.0
53197,0.37917715,0.17927702,8.0
59176,-1.7055129,-4.0884247,9.0
59342,-4.0104694,1.073334,9.0
5014,5.1441774,-0.8847173,0.0
53885,-0.18586062,2.285312,8.0
54533,-1.740268,-6.92216,9.0
33277,3.0001707,-0.91277534,5.0
8988,-1.9842992,0.7165315,1.0
62125,1.5903763,7.054299,2.0
5435,7.9385395,1.6629808,0.0
49093,-1.7390933,-1.409506,8.0
66529,2.8081317,-5.3648176,6.0
21714,1.9356267,0.08490537,3.0
29068,-5.866513,-1.4080098,4.0
65054,-2.8051848,-4.791011,4.0
68614,1.0395236,0.56838286,8.0
65273,0.12711531,-2.659814,5.0
36534,3.996626,-4.872745,6.0
34479,2.8628721,-1.2983376,5.0
59984,-3.9830322,0.17777483,9.0
51113,0.88649434,-0.73610526,8.0
17215,-0.0877109,3.941561,2.0
5773,7.723551,1.8935014,0.0
42189,-6.2148533,-0.6814007,7.0
1118,4.5979934,-1.8251135,0.0
35059,0.9416908,-2.0487235,5.0
22727,2.059806,4.046702,3.0
47169,-6.2364078,-2.4327855,7.0
38568,6.1413713,-4.1587114,6.0
31690,1.0916258,-2.133952,5.0
58525,2.377806,1.3830478,9.0
25828,-2.374734,-4.0445194,4.0
51211,-0.38679725,0.18004262,8.0
20529,2.9536273,1.6774908,3.0
5744,7.6894283,0.10406133,0.0
14503,1.2593127,7.112046,2.0
33304,0.44226053,-3.42165,5.0
39579,1.2805951,-4.6737475,6.0
9091,-1.2668406,-1.0766605,1.0
36046,2.4996724,-5.4478,6.0
46264,-1.0507224,5.1914377,7.0
9400,-1.5216438,-0.54791707,1.0
30399,-2.9014323,-7.171117,4.0
6511,-1.5589641,-0.5515177,1.0
33375,3.6790867,-0.9151024,5.0
47092,-4.7291193,-4.7600336,7.0
227,7.0234427,2.1694603,0.0
52776,1.160178,-0.053543236,8.0
24250,2.9507446,1.5627754,3.0
69086,-2.0557952,-3.3505614,9.0
58744,-1.5096563,-4.7042065,9.0
4122,4.585938,-1.8291732,0.0
21060,3.3925986,1.6431363,3.0
50196,0.15530588,-3.0865693,8.0
58205,-1.6753528,-6.8952236,9.0
32362,-0.35221517,-6.618149,5.0
35187,1.4863801,-0.8795609,5.0
40446,4.912257,-4.5728145,6.0
64364,-1.6644021,-6.47828,4.0
30514,-4.5537496,-2.2555346,4.0
65627,3.5020776,-0.49964398,5.0
47735,-5.6664343,1.8148705,7.0
10400,-4.1942945,4.589351,1.0
31238,0.9836723,-3.1693287,5.0
53505,0.25426304,-0.7074505,8.0
40074,5.267879,-4.2567353,6.0
21016,2.9212961,4.2305164,3.0
2763,4.7913733,-1.6739302,0.0
64107,3.0274088,3.5123384,3.0
3060,6.078171,-1.5867435,0.0
41550,3.7277465,-5.0812316,6.0
27519,-2.3155437,-5.4399443,4.0
50759,1.2395555,-0.23153305,8.0
16960,0.46312216,6.1937485,2.0
3283,6.7855544,3.1870441,0.0
29041,-5.583434,0.16072996,4.0
26823,-2.7484028,-3.7068083,4.0
11585,-1.9199243,0.33163723,1.0
31602,3.8616116,-0.44252765,5.0
25459,-3.6365077,-5.067218,4.0
62056,-3.8876092,4.165134,1.0
53306,0.6799899,1.2465936,8.0
26400,-1.0962576,-5.4072933,4.0
30423,-4.17473,-5.942522,4.0
4215,6.7790666,-0.03683741,0.0
21359,4.062801,1.5016631,3.0
20324,2.536872,2.6149466,3.0
10388,-2.2631927,0.2285541,1.0
47678,-4.472626,1.3545953,7.0
51838,0.569628,0.106246874,8.0
13058,0.5509698,4.643487,2.0
35821,4.582166,0.93902385,5.0
40321,5.9626594,-4.393523,6.0
20384,-2.287513,-1.7065347,3.0
2577,6.7568026,0.87096864,0.0
11631,-3.21827,2.1922088,1.0
56822,-3.405063,-4.3088593,9.0
16437,0.46412298,6.76901,2.0
8539,-4.0307198,5.6343975,1.0
7376,-2.3306236,2.8244386,1.0
57101,-1.3950775,-5.823081,9.0
7541,-3.1312675,7.311019,1.0
54461,-3.6091237,-2.5078125,9.0
23742,1.887602,3.6336653,3.0
10262,-3.3343344,5.2579923,1.0
41041,1.5349746,-5.0950465,6.0
47927,-7.546931,-1.9705067,7.0
22704,2.7242465,4.650835,3.0
14016,-0.28801677,5.563852,2.0
59997,-5.0008984,-0.14445168,9.0
53066,-3.9006512,0.51862556,8.0
60698,5.0531354,-0.8936082,0.0
3905,6.760452,-2.604428,0.0
33725,2.195734,-1.1507604,5.0
32101,1.5394305,-1.5834765,5.0
55397,-3.2376463,-5.364894,9.0
14904,2.0348132,6.296363,2.0
66702,3.6995795,-4.8877535,6.0
69115,-3.7721055,-2.3651392,9.0
38239,3.799518,-4.4555182,6.0
19070,2.343234,1.9829756,3.0
68113,0.6414337,-0.31790322,8.0
60118,5.418087,-0.5691332,0.0
16451,1.9329767,6.718078,2.0
14567,0.057464685,6.0818095,2.0
31028,2.1183267,-1.0036019,5.0
57517,-2.2460594,-4.3460712,9.0
40994,3.4470758,-3.6441455,6.0
54577,-4.7241325,0.9093078,9.0
59471,-1.9062792,-3.7051394,9.0
26864,-4.1062613,0.30035883,4.0
63293,2.8198528,2.3384333,3.0
19454,2.3667314,1.9859446,3.0
42999,-5.7407966,2.0262415,7.0
31011,4.125434,0.22392626,5.0
66524,3.608339,-4.866699,6.0
44242,-5.989901,1.6093397,7.0
3986,7.792693,-1.9602168,0.0
8480,-2.8040538,4.5241237,1.0
7738,-1.7900153,0.6050019,1.0
62010,-1.33582,-0.81243247,1.0
68039,1.4087669,-0.24929762,8.0
17420,2.2509086,7.2088375,2.0
29398,-4.8325233,-3.540334,4.0
2674,7.96331,-0.9342125,0.0
28707,-3.0793533,-5.5651097,4.0
45448,-7.162878,-2.122102,7.0
64727,-1.0776196,-4.3607507,4.0
51400,-0.4906525,1.5508982,8.0
50879,0.5919801,0.75338656,8.0
4881,7.0127616,-1.1584269,0.0
4028,6.565114,-1.212702,0.0
14323,-0.35277814,6.038096,2.0
10345,-4.0145874,5.4609694,1.0
55660,-3.9200373,-0.021188196,9.0
8376,-2.6240394,3.6803467,1.0
57507,-2.308316,-3.5348413,9.0
58240,-1.0152206,-5.795917,9.0
45739,-6.803424,2.7889755,7.0
18918,1.9343805,3.5764027,3.0
37093,4.7864995,-3.899664,6.0
4685,7.3549523,-0.012642571,0.0
30270,-3.8627937,-4.9276886,4.0
34076,-0.31476152,-3.635646,5.0
26944,-4.119236,-5.815239,4.0
29819,-3.335806,-5.1736674,4.0
14290,-2.3064635,-0.94328284,2.0
41790,3.39667,-5.094592,6.0
52510,0.5990392,-0.018809563,8.0
46147,-3.9633453,0.07432024,7.0
62980,-0.7686628,6.4114494,2.0
10177,-3.0455925,7.33933,1.0
31886,0.82460743,-2.89268,5.0
39315,6.4459734,-3.5895188,6.0
49807,0.023053788,-0.700937,8.0
3421,7.06622,3.2590442,0.0
64660,-4.9411726,-1.2131414,4.0
31665,1.7064575,-2.5323205,5.0
35718,2.2603316,-1.0875704,5.0
48620,0.13940008,-0.75966614,8.0
31861,4.105915,0.5305618,5.0
38633,5.5502124,-3.7085903,6.0
63736,4.81832,3.2991695,3.0
15033,0.8386015,5.971782,2.0
13515,-2.280469,4.8953376,2.0
63094,1.8293037,7.401991,2.0
40028,1.1283761,-4.9813385,6.0
1239,7.0885224,3.2405365,0.0
50569,0.11998297,0.8233798,8.0
34549,0.10946175,-2.6776922,5.0
20642,3.9970827,4.480835,3.0
21940,2.0944161,0.29598325,3.0
16839,0.9681531,7.0011697,2.0
68120,0.11810942,-0.7982978,8.0
46516,-6.1056314,3.4732115,7.0
5952,-3.3869798,3.0170417,1.0
740,5.446345,0.72626126,0.0
64396,-1.4653141,-7.098245,4.0
60313,5.4143205,0.5597032,0.0
60531,7.8270903,-0.30188873,0.0
6829,-2.995286,1.4298338,1.0
16145,-0.9406073,5.8822117,2.0
54551,-1.3925334,-7.145564,9.0
4917,8.070203,-0.96760213,0.0
56065,-1.2591618,-6.8203115,9.0
26165,-2.6395438,-3.9597127,4.0
13682,2.307568,-0.582589,2.0
2271,4.627836,-1.9561479,0.0
31832,3.9099338,0.0073165745,5.0
11739,-4.478096,6.077528,1.0
58482,-3.9032762,-3.5430787,9.0
41345,1.7659308,-5.2503743,6.0
35746,3.8781633,-0.044349376,5.0
8510,-4.1682444,6.1151495,1.0
48370,1.7561352,0.23375945,8.0
49191,-0.1092061,1.1487073,8.0
13626,-0.1347843,3.9930403,2.0
44474,-6.7557807,-2.5323062,7.0
12075,-2.398616,2.6703322,1.0
20795,4.0694914,4.553452,3.0
29488,-4.679659,-2.638053,4.0
34942,1.7014796,-2.3927672,5.0
8819,-1.1527989,-1.218173,1.0
39549,6.4995513,-3.9402132,6.0
50629,3.8942153,0.7742539,8.0
4584,5.50125,-0.15975231,0.0
50742,-0.45085195,1.1622251,8.0
32119,-0.086323455,-3.7373228,5.0
28065,-5.6889796,-1.3495388,4.0
28035,-2.8436723,-4.9554806,4.0
59705,-1.9523715,-4.460764,9.0
52570,0.73030066,0.35597786,8.0
21230,3.2603958,1.9873778,3.0
56714,-2.357318,-2.72378,9.0
29392,-2.451443,-5.2042418,4.0
35323,2.8300102,1.0503725,5.0
3719,7.922926,-0.05495015,0.0
32584,0.4479267,-3.3878093,5.0
7620,-4.0613313,6.543252,1.0
36558,3.058197,-5.374393,6.0
14189,1.6929185,5.499724,2.0
10912,-4.0375857,4.2142653,1.0
8011,-3.091693,3.5715673,1.0
26219,-5.069638,-1.7345734,4.0
35111,0.31373236,-3.4844887,5.0
41291,1.0320894,-5.034624,6.0
31150,2.0065708,-1.6574706,5.0
45773,-4.9343386,4.0267444,7.0
48545,1.8357316,0.87833405,8.0
18340,2.148322,7.300048,2.0
3561,6.0570555,1.5250031,0.0
34230,2.9112885,-2.2615786,5.0
55053,-4.5351434,0.6118692,9.0
22331,4.129231,1.662573,3.0
6770,-2.324586,2.7768295,1.0
56972,-3.2476027,0.23126668,9.0
11869,-2.8484163,4.588857,1.0
4445,7.764756,-0.86324036,0.0
46566,-4.9771805,-4.763057,7.0
50565,1.725749,-0.10928605,8.0
68020,0.48336902,-0.14094485,8.0
37989,6.4339576,-3.5863016,6.0
56835,-2.536596,-4.5142465,9.0
12758,2.5035896,6.7884927,2.0
14669,0.36612824,6.4206805,2.0
67319,-6.081586,-2.9403439,7.0
40870,1.1972598,-5.0656223,6.0
14138,1.0919576,5.8092237,2.0
60608,5.9007215,0.032217056,0.0
3786,6.1877604,-1.1974211,0.0
69787,-3.680639,-2.555258,9.0
69233,-1.8417978,-5.371314,9.0
26306,-3.8727696,-0.3686366,4.0
19579,2.2031856,1.788966,3.0
65504,3.4155679,-0.2384188,5.0
31899,2.7871423,-0.45565155,5.0
52103,-0.65262043,0.5457593,8.0
65012,-3.210461,-5.6944127,4.0
12598,-1.6245646,-0.3462249,1.0
58209,-5.525243,2.5579047,9.0
61830,-4.075657,5.9182367,1.0
2621,6.207717,-1.4842594,0.0
51597,0.39403918,-0.023668732,8.0
56516,-3.1590595,-2.7313106,9.0
40917,4.4753876,-5.306867,6.0
39306,1.7841444,-5.3147397,6.0
53233,-0.39386564,1.6157533,8.0
46890,-2.2403898,3.7922254,7.0
10687,-2.283329,2.691087,1.0
21955,3.1743975,2.3063428,3.0
22753,4.202617,4.1795673,3.0
55115,-1.6165824,-4.5361094,9.0
59265,-2.6288383,-1.622436,9.0
25461,-4.5891805,-3.7757194,4.0
57611,-4.594162,1.5935906,9.0
233,6.310201,1.8902849,0.0
17426,2.5150528,7.2561455,2.0
12585,-3.6518073,6.112392,1.0
26024,-3.249846,-2.8033166,4.0
16130,0.51155347,5.706679,2.0
43263,-7.115919,1.2704102,7.0
17157,2.531914,6.815021,2.0
67017,-3.0456874,-1.0307368,7.0
2725,6.1793456,-0.9454575,0.0
65240,0.18681903,-2.4213958,5.0
38817,2.3375378,-5.1282,6.0
58075,-3.7314086,-2.6539726,9.0
59138,-1.5315105,-4.2636647,9.0
24545,3.6275795,1.6302608,3.0
36024,3.266325,-5.4536457,6.0
4078,7.9683123,-0.26654938,0.0
63273,-1.6004357,-2.204406,3.0
42319,-7.910955,-1.01644,7.0
24794,-2.8855193,-3.8421204,4.0
42086,-5.966638,1.585237,7.0
50876,-0.6777974,0.36460668,8.0
43726,-2.9124646,-4.431014,7.0
39165,1.6478634,-5.360948,6.0
19922,2.0641353,3.9734583,3.0
14406,-2.2604592,5.6358347,2.0
69964,-4.6100082,1.0100543,9.0
34179,-0.041403357,-3.6570306,5.0
34653,1.8394166,-3.342074,5.0
32625,0.16214691,-2.1499631,5.0
43049,-5.212464,2.0663638,7.0
57987,-4.0959744,-2.5809178,9.0
47462,-6.033379,2.321972,7.0
65281,0.4807059,-2.4823458,5.0
59563,-3.8900077,-5.196846,9.0
21594,2.407084,4.138829,3.0
54206,-0.804728,-7.255242,9.0
51305,-0.64206123,2.6253893,8.0
15249,3.1308672,5.9409866,2.0
7239,-2.467939,3.2113936,1.0
67812,-6.4676967,0.44062924,7.0
47944,-7.145017,0.96418047,7.0
10941,-3.5352187,5.897643,1.0
1266,6.308836,-1.4018804,0.0
42446,-6.5327935,0.97958016,7.0
1293,6.215783,1.3528486,0.0
28544,-1.2053684,-6.1932006,4.0
65302,2.5034993,-0.89342225,5.0
27190,-4.6466184,-3.3243976,4.0
49025,0.2865495,1.1478151,8.0
43802,-6.757111,0.13800853,7.0
39926,2.0454307,-4.424943,6.0
14021,0.315919,4.837214,2.0
24214,2.4617913,3.8092904,3.0
26715,-1.5758065,-2.6795394,4.0
29284,-4.762648,0.57101864,4.0
32269,3.0383356,-1.8267343,5.0
60412,6.8561263,1.1192249,0.0
56752,-3.7254088,-2.1001134,9.0
62759,-0.95659685,4.5377345,2.0
10320,-1.407238,-0.54492193,1.0
26888,-1.0591786,-5.918823,4.0
14490,-3.0903902,7.185952,2.0
58411,-5.107791,0.26310298,9.0
21876,4.285269,2.804236,3.0
36717,2.1831348,-5.5066204,6.0
51526,0.060015675,-0.023404833,8.0
4476,6.9845133,-0.43220738,0.0
56114,-2.366758,-5.3096595,9.0
60844,7.117293,0.9964252,0.0
47318,-5.4862943,2.568788,7.0
15518,-1.3004351,4.9911046,2.0
13031,-0.6051516,4.085165,2.0
9173,-2.2006137,1.4915191,1.0
11694,-2.3207016,2.3546352,1.0
34432,2.3868709,-0.87998444,5.0
45042,-6.7226753,2.3875642,7.0
48669,0.6030763,0.25649512,8.0
55515,-0.63836044,-5.67387,9.0
8162,-2.071098,0.87213135,1.0
28673,-2.659907,-5.196202,4.0
812,7.8989472,0.4140532,0.0
41791,2.871574,-5.5892572,6.0
12513,-2.7195227,3.3596518,1.0
47609,-7.169624,-2.0306594,7.0
67240,-5.7899866,0.6811229,7.0
24544,2.406663,3.7795877,3.0
62777,-0.35676765,6.546874,2.0
31242,4.634054,1.4416242,5.0
57597,-1.67082,-4.078418,9.0
30655,2.9372134,-1.4819313,5.0
8822,-2.267655,2.5859656,1.0
34178,3.8348103,-0.3204059,5.0
29446,-1.5735497,-4.6341763,4.0
15671,0.42982304,6.100806,2.0
6814,-2.0649505,0.7191826,1.0
26520,-1.2253894,-5.8085375,4.0
52837,-0.09335886,1.0312083,8.0
34162,0.099120095,-3.6833076,5.0
28703,-5.770004,-1.411831,4.0
312,6.7047334,1.6727971,0.0
55055,-4.3810573,-1.0741616,9.0
6943,-3.6120305,2.6545057,1.0
12582,-3.8298538,5.1771717,1.0
51941,1.2360799,0.26695463,8.0
53892,-0.34218013,1.8856235,8.0
3997,6.8247705,0.14568876,0.0
39830,4.4970403,-4.8091598,6.0
437,6.3577027,0.61027867,0.0
64481,-0.96216244,-7.5183463,4.0
58492,-1.4725528,-5.725332,9.0
31251,0.09886979,-2.6938577,5.0
34132,2.2527204,-1.7383006,5.0
35422,3.7358634,-1.7665989,5.0
62253,-0.18867111,4.2282734,2.0
48229,-0.4602934,2.3302686,8.0
43615,-7.051372,2.5261245,7.0
59566,-3.2338295,-4.094548,9.0
11676,-4.021174,4.221984,1.0
2279,5.8021817,-0.50713015,0.0
61792,-4.220714,6.4036794,1.0
45658,-7.2817945,0.89592063,7.0
47455,-6.1666646,-2.5008729,7.0
59548,-3.6755686,-2.4353695,9.0
28859,-1.1672046,-5.6049914,4.0
46327,-7.025497,1.7527477,7.0
28783,-4.1661716,-5.652604,4.0
69480,-2.747648,-5.06928,9.0
46113,-6.022767,1.5822979,7.0
39596,1.696026,-5.299602,6.0
32748,3.3956985,-0.94144684,5.0
9693,-2.682016,3.7377825,1.0
57721,-1.8313062,-3.7919211,9.0
9904,-2.148601,2.0717006,1.0
27189,-5.094577,-2.8139935,4.0
25225,-2.8543792,-6.918193,4.0
920,5.632819,0.2953633,0.0
35151,3.3888533,-0.7184567,5.0
40218,3.520417,-4.020366,6.0
27669,-5.4885,-0.89128023,4.0
67755,-5.701,2.3245015,7.0
55843,-1.7783949,-2.9885125,9.0
11004,-2.7472594,4.0987697,1.0
52460,-0.6451882,-2.5340495,8.0
47118,-7.21817,1.4611667,7.0
59086,-2.1189013,-4.7947707,9.0
15633,-3.6164846,-0.92182094,2.0
28844,-5.382373,-1.2798907,4.0
19749,3.7096038,3.3594325,3.0
35409,2.2663593,-1.601724,5.0
46024,-5.3524666,2.1001,7.0
7627,-3.5090714,5.397825,1.0
30901,3.5347192,-0.5028911,5.0
35979,2.8703258,-1.3128968,5.0
48034,-7.430128,0.89801353,7.0
39976,1.7833166,-4.038199,6.0
8177,-3.1091325,2.7909114,1.0
7537,-3.3947625,3.4206505,1.0
19570,2.3921218,1.6892934,3.0
60975,7.0539365,2.2398624,0.0
54168,-4.4553056,-0.58529246,9.0
3733,6.994904,2.3742363,0.0
1581,-0.7617304,-2.5021815,0.0
60479,8.025536,-0.01348521,0.0
68631,1.0496565,0.5753401,8.0
42794,-6.6460977,2.4770803,7.0
5153,7.7226715,-0.39166176,0.0
66432,3.1055517,-4.9949455,6.0
41681,3.1863878,-5.340481,6.0
24681,1.8182455,3.086153,3.0
53307,2.5861764,0.34494385,8.0
49293,-0.6557828,2.57996,8.0
26488,-4.8294973,-2.3328362,4.0
38953,6.6863074,-3.6871543,6.0
65354,4.5136003,0.9664336,5.0
41339,1.8010321,-4.2912235,6.0
54854,-2.0499701,-3.695679,9.0
38821,2.9809463,-4.7928658,6.0
50035,-0.62978905,2.7612288,8.0
30147,-1.4619256,-6.862996,4.0
43472,-5.577379,0.16937897,7.0
59170,-1.8905321,-5.383686,9.0
39803,3.7666214,-4.9851475,6.0
18528,2.2868896,6.830352,2.0
40828,1.8070313,-4.7810354,6.0
12193,-2.3354094,0.8820789,1.0
53212,1.929532,0.69229424,8.0
5296,6.471946,-1.1005688,0.0
20521,2.0181947,2.7610114,3.0
17453,-1.5045336,4.6617665,2.0
57642,-4.657446,0.83302224,9.0
